week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10
2021-11-14,Films (English),1,Red Notice,N/A,148720000,1
2021-11-14,Films (English),2,Love Hard,N/A,58560000,2
2021-11-14,Films (English),3,The Harder They Fall,N/A,33060000,2
2021-11-14,Films (English),4,Army of Thieves,N/A,20560000,3
2021-11-14,Films (English),5,Father Christmas Is Back,N/A,13780000,1
2021-11-14,Films (English),6,211,N/A,7900000,1
2021-11-14,Films (English),7,Army of the Dead,N/A,7620000,3
2021-11-14,Films (English),8,Passing,N/A,7490000,1
2021-11-14,Films (English),9,Transformers: The Last Knight,N/A,6920000,2
2021-11-14,Films (English),10,Jumanji: The Next Level,N/A,6760000,1
2021-11-14,Films (Non-English),1,Yara,N/A,17950000,2
2021-11-14,Films (Non-English),2,7 Prisoners,N/A,9690000,1
2021-11-14,Films (Non-English),3,The Claus Family,N/A,4440000,2
2021-11-14,Films (Non-English),4,Meenakshi Sundareshwar,N/A,4410000,2
2021-11-14,Films (Non-English),5,The Forgotten Battle,N/A,2630000,5
2021-11-14,Films (Non-English),6,Stuck Together,N/A,2610000,4
2021-11-14,Films (Non-English),7,Lords of Scam,N/A,2120000,1
2021-11-14,Films (Non-English),8,Fierce,N/A,1800000,1
2021-11-14,Films (Non-English),9,Der Fall Collini,N/A,1590000,2
2021-11-14,Films (Non-English),10,Doctor (Tamil),N/A,1430000,2
2021-11-14,TV (English),1,Narcos: Mexico,Narcos: Mexico: Season 3,50290000,2
2021-11-14,TV (English),2,Arcane,Arcane: Season 1,34170000,1
2021-11-14,TV (English),3,You,You: Season 3,33720000,5
2021-11-14,TV (English),4,Maid,Maid: Limited Series,29480000,7
2021-11-14,TV (English),5,Big Mouth,Big Mouth: Season 5,25390000,2
2021-11-14,TV (English),6,Dynasty,Dynasty: Season 4,21020000,4
2021-11-14,TV (English),7,Locke & Key,Locke & Key: Season 2,18770000,4
2021-11-14,TV (English),8,Narcos: Mexico,Narcos: Mexico: Season 1,15570000,1
2021-11-14,TV (English),9,You,You: Season 2,15520000,4
2021-11-14,TV (English),10,You,You: Season 1,14570000,5
2021-11-14,TV (Non-English),1,Squid Game,Squid Game: Season 1,42790000,9
2021-11-14,TV (Non-English),2,The King's Affection,The King's Affection: Season 1,14120000,4
2021-11-14,TV (Non-English),3,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,13820000,11
2021-11-14,TV (Non-English),4,Carinha de Anjo,Carinha de Anjo: Season 1,13660000,6
2021-11-14,TV (Non-English),5,My Name,My Name: Season 1,10820000,5
2021-11-14,TV (Non-English),6,Where is Marta?,Where is Marta?: Limited Series,8640000,1
2021-11-14,TV (Non-English),7,The Five Juanas,The Five Juanas: Season 1,8490000,6
2021-11-14,TV (Non-English),8,The Club,The Club: Part 1,7860000,1
2021-11-14,TV (Non-English),9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7650000,5
2021-11-14,TV (Non-English),10,Demon Slayer: Kimetsu no Yaiba,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc",6060000,2
2021-11-07,Films (English),1,Army of Thieves,N/A,71610000,2
2021-11-07,Films (English),2,The Harder They Fall,N/A,64760000,1
2021-11-07,Films (English),3,Love Hard,N/A,40530000,1
2021-11-07,Films (English),4,Army of the Dead,N/A,16910000,2
2021-11-07,Films (English),5,Transformers: The Last Knight,N/A,13180000,1
2021-11-07,Films (English),6,21 Jump Street,N/A,11690000,1
2021-11-07,Films (English),7,Hypnotic,N/A,11140000,2
2021-11-07,Films (English),8,The Girl in the Spider's Web,N/A,6580000,1
2021-11-07,Films (English),9,Amina,N/A,6110000,1
2021-11-07,Films (English),10,Just Go With It,N/A,5740000,1
2021-11-07,Films (Non-English),1,Yara,N/A,11610000,1
2021-11-07,Films (Non-English),2,The Claus Family,N/A,6760000,1
2021-11-07,Films (Non-English),3,Stuck Together,N/A,5780000,3
2021-11-07,Films (Non-English),4,The Forgotten Battle,N/A,3860000,4
2021-11-07,Films (Non-English),5,Der Fall Collini,N/A,3230000,1
2021-11-07,Films (Non-English),6,Meenakshi Sundareshwar,N/A,2820000,1
2021-11-07,Films (Non-English),7,Nobody Sleeps in the Woods Tonight 2,N/A,2660000,2
2021-11-07,Films (Non-English),8,Monk Comes Down the Mountain,N/A,1590000,1
2021-11-07,Films (Non-English),9,The Trip,N/A,1540000,4
2021-11-07,Films (Non-English),10,Doctor (Tamil),N/A,1530000,1
2021-11-07,TV (English),1,You,You: Season 3,52590000,4
2021-11-07,TV (English),2,Maid,Maid: Limited Series,41290000,6
2021-11-07,TV (English),3,Locke & Key,Locke & Key: Season 2,32250000,3
2021-11-07,TV (English),4,Dynasty,Dynasty: Season 4,32050000,3
2021-11-07,TV (English),5,Narcos: Mexico,Narcos: Mexico: Season 3,28150000,1
2021-11-07,TV (English),6,You,You: Season 2,21660000,3
2021-11-07,TV (English),7,Maya and the Three,Maya and the Three: Limited Series,21470000,2
2021-11-07,TV (English),8,You,You: Season 1,20910000,4
2021-11-07,TV (English),9,Big Mouth,Big Mouth: Season 5,19570000,1
2021-11-07,TV (English),10,Locke & Key,Locke & Key: Season 1,15950000,3
2021-11-07,TV (Non-English),1,Squid Game,Squid Game: Season 1,65000000,8
2021-11-07,TV (Non-English),2,My Name,My Name: Season 1,18430000,4
2021-11-07,TV (Non-English),3,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,16010000,10
2021-11-07,TV (Non-English),4,Carinha de Anjo,Carinha de Anjo: Season 1,14090000,5
2021-11-07,TV (Non-English),5,The Five Juanas,The Five Juanas: Season 1,13000000,5
2021-11-07,TV (Non-English),6,The King's Affection,The King's Affection: Season 1,11990000,3
2021-11-07,TV (Non-English),7,Sintonia,Sintonia: Season 2,11010000,2
2021-11-07,TV (Non-English),8,Luis Miguel - The Series,Luis Miguel - The Series: Season 3,9720000,2
2021-11-07,TV (Non-English),9,Demon Slayer: Kimetsu no Yaiba,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc",7940000,1
2021-11-07,TV (Non-English),10,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7710000,4
2021-10-31,Films (English),1,Army of Thieves,N/A,49640000,1
2021-10-31,Films (English),2,Hypnotic,N/A,24620000,1
2021-10-31,Films (English),3,Night Teeth,N/A,17010000,2
2021-10-31,Films (English),4,Final Score,N/A,9840000,1
2021-10-31,Films (English),5,King Arthur: Legend of the Sword,N/A,9150000,1
2021-10-31,Films (English),6,Only Mine,N/A,6670000,1
2021-10-31,Films (English),7,Army of the Dead,N/A,5780000,1
2021-10-31,Films (English),8,Bloodshot,N/A,5590000,1
2021-10-31,Films (English),9,A Dog's Journey,N/A,5320000,2
2021-10-31,Films (English),10,Venom,N/A,4190000,4
2021-10-31,Films (Non-English),1,Stuck Together,N/A,12000000,2
2021-10-31,Films (Non-English),2,The Forgotten Battle,N/A,8410000,3
2021-10-31,Films (Non-English),3,Nobody Sleeps in the Woods Tonight 2,N/A,6560000,1
2021-10-31,Films (Non-English),4,In for a Murder,N/A,4790000,2
2021-10-31,Films (Non-English),5,The Trip,N/A,3310000,3
2021-10-31,Films (Non-English),6,Nobody Sleeps in the Woods Tonight,N/A,1900000,1
2021-10-31,Films (Non-English),7,Friendzone,N/A,1410000,5
2021-10-31,Films (Non-English),8,The Four of Us,N/A,1190000,2
2021-10-31,Films (Non-English),9,Budapest,N/A,1190000,1
2021-10-31,Films (Non-English),10,Grudge,N/A,1110000,4
2021-10-31,TV (English),1,You,You: Season 3,82790000,3
2021-10-31,TV (English),2,Maid,Maid: Limited Series,56700000,5
2021-10-31,TV (English),3,Locke & Key,Locke & Key: Season 2,56490000,2
2021-10-31,TV (English),4,Dynasty,Dynasty: Season 4,47820000,2
2021-10-31,TV (English),5,Maya and the Three,Maya and the Three: Limited Series,34000000,1
2021-10-31,TV (English),6,You,You: Season 1,29880000,3
2021-10-31,TV (English),7,You,You: Season 2,28050000,2
2021-10-31,TV (English),8,Locke & Key,Locke & Key: Season 1,24590000,2
2021-10-31,TV (English),9,Inside Job,Inside Job: Part 1,21240000,1
2021-10-31,TV (English),10,CoComelon,CoComelon: Season 4,13710000,2
2021-10-31,TV (Non-English),1,Squid Game,Squid Game: Season 1,90100000,7
2021-10-31,TV (Non-English),2,My Name,My Name: Season 1,38580000,3
2021-10-31,TV (Non-English),3,Sintonia,Sintonia: Season 2,25890000,1
2021-10-31,TV (Non-English),4,The Five Juanas,The Five Juanas: Season 1,19410000,4
2021-10-31,TV (Non-English),5,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,18290000,9
2021-10-31,TV (Non-English),6,Carinha de Anjo,Carinha de Anjo: Season 1,14070000,4
2021-10-31,TV (Non-English),7,Luis Miguel - The Series,Luis Miguel - The Series: Season 3,9990000,1
2021-10-31,TV (Non-English),8,The King's Affection,The King's Affection: Season 1,9740000,2
2021-10-31,TV (Non-English),9,Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,9130000,3
2021-10-31,TV (Non-English),10,The Chestnut Man,The Chestnut Man: Season 1,8910000,5
2021-10-24,Films (English),1,Night Teeth,N/A,31870000,1
2021-10-24,Films (English),2,Venom,N/A,7900000,3
2021-10-24,Films (English),3,What Happens in Vegas,N/A,7380000,1
2021-10-24,Films (English),4,A Dog's Journey,N/A,5760000,1
2021-10-24,Films (English),5,My Little Pony: A New Generation,N/A,5570000,5
2021-10-24,Films (English),6,Unfaithful,N/A,5350000,1
2021-10-24,Films (English),7,Going in Style,N/A,4520000,2
2021-10-24,Films (English),8,The Guilty,N/A,4400000,4
2021-10-24,Films (English),9,Street Kings,N/A,3440000,1
2021-10-24,Films (English),10,Hotel Transylvania 3: Summer Vacation,N/A,3430000,4
2021-10-24,Films (Non-English),1,The Forgotten Battle,N/A,25800000,2
2021-10-24,Films (Non-English),2,The Trip,N/A,11550000,2
2021-10-24,Films (Non-English),3,Stuck Together,N/A,9000000,1
2021-10-24,Films (Non-English),4,In for a Murder,N/A,6520000,1
2021-10-24,Films (Non-English),5,The Four of Us,N/A,4140000,1
2021-10-24,Films (Non-English),6,"My Brother, My Sister",N/A,2680000,3
2021-10-24,Films (Non-English),7,Grudge,N/A,2240000,3
2021-10-24,Films (Non-English),8,Friendzone,N/A,1910000,4
2021-10-24,Films (Non-English),9,Confessions of an Invisible Girl,N/A,1400000,5
2021-10-24,Films (Non-English),10,Beauty and the Beast,N/A,1150000,4
2021-10-24,TV (English),1,You,You: Season 3,179000000,2
2021-10-24,TV (English),2,Maid,Maid: Limited Series,79040000,4
2021-10-24,TV (English),3,You,You: Season 1,44810000,2
2021-10-24,TV (English),4,Locke & Key,Locke & Key: Season 2,35530000,1
2021-10-24,TV (English),5,You,You: Season 2,33120000,1
2021-10-24,TV (English),6,Dynasty,Dynasty: Season 4,19970000,1
2021-10-24,TV (English),7,Sex Education,Sex Education: Season 3,18380000,6
2021-10-24,TV (English),8,CoComelon,CoComelon: Season 4,15930000,1
2021-10-24,TV (English),9,Another Life,Another Life: Season 2,15760000,1
2021-10-24,TV (English),10,Locke & Key,Locke & Key: Season 1,15710000,1
2021-10-24,TV (Non-English),1,Squid Game,Squid Game: Season 1,147560000,6
2021-10-24,TV (Non-English),2,My Name,My Name: Season 1,84530000,2
2021-10-24,TV (Non-English),3,The Five Juanas,The Five Juanas: Season 1,34600000,3
2021-10-24,TV (Non-English),4,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,31840000,8
2021-10-24,TV (Non-English),5,Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,16290000,2
2021-10-24,TV (Non-English),6,Carinha de Anjo,Carinha de Anjo: Season 1,13930000,3
2021-10-24,TV (Non-English),7,The Chestnut Man,The Chestnut Man: Season 1,12900000,4
2021-10-24,TV (Non-English),8,Alice in Borderland,Alice in Borderland: Season 1,8700000,5
2021-10-24,TV (Non-English),9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7710000,3
2021-10-24,TV (Non-English),10,The King's Affection,The King's Affection: Season 1,6950000,1
2021-10-17,Films (English),1,Venom,N/A,20400000,2
2021-10-17,Films (English),2,The Guilty,N/A,12590000,3
2021-10-17,Films (English),3,Security,N/A,9470000,2
2021-10-17,Films (English),4,My Little Pony: A New Generation,N/A,8220000,4
2021-10-17,Films (English),5,There's Someone Inside Your House,N/A,7380000,2
2021-10-17,Films (English),6,Pokémon the Movie: Secrets of the Jungle,N/A,7300000,2
2021-10-17,Films (English),7,Redemption,N/A,5800000,1
2021-10-17,Films (English),8,Going in Style,N/A,4950000,1
2021-10-17,Films (English),9,Titanic,N/A,4930000,2
2021-10-17,Films (English),10,Knight and Day,N/A,4770000,1
2021-10-17,Films (Non-English),1,The Forgotten Battle,N/A,21460000,1
2021-10-17,Films (Non-English),2,"My Brother, My Sister",N/A,7360000,2
2021-10-17,Films (Non-English),3,Grudge,N/A,6060000,2
2021-10-17,Films (Non-English),4,Fever Dream,N/A,6030000,1
2021-10-17,Films (Non-English),5,The Trip,N/A,3390000,1
2021-10-17,Films (Non-English),6,Friendzone,N/A,3340000,3
2021-10-17,Films (Non-English),7,Confessions of an Invisible Girl,N/A,2120000,4
2021-10-17,Films (Non-English),8,Tudo por um Pop Star,N/A,1870000,1
2021-10-17,Films (Non-English),9,Violet Evergarden the Movie,N/A,1800000,1
2021-10-17,Films (Non-English),10,Beauty and the Beast,N/A,1800000,3
2021-10-17,TV (English),1,You,You: Season 3,133120000,1
2021-10-17,TV (English),2,Maid,Maid: Limited Series,129280000,3
2021-10-17,TV (English),3,Sex Education,Sex Education: Season 3,28190000,5
2021-10-17,TV (English),4,Shameless (U.S.),Shameless (U.S.): Season 11,23530000,1
2021-10-17,TV (English),5,You,You: Season 1,23050000,1
2021-10-17,TV (English),6,Midnight Mass,Midnight Mass: Limited Series,20940000,4
2021-10-17,TV (English),7,A Tale Dark & Grimm,A Tale Dark & Grimm: Season 1,18730000,1
2021-10-17,TV (English),8,On My Block,On My Block: Season 4,17360000,2
2021-10-17,TV (English),9,The Baby-Sitters Club,The Baby-Sitters Club: Season 2,17030000,1
2021-10-17,TV (English),10,Grey's Anatomy,Grey's Anatomy: Season 17,15990000,3
2021-10-17,TV (Non-English),1,Squid Game,Squid Game: Season 1,258840000,5
2021-10-17,TV (Non-English),2,The Five Juanas,The Five Juanas: Season 1,62890000,2
2021-10-17,TV (Non-English),3,My Name,My Name: Season 1,41780000,1
2021-10-17,TV (Non-English),4,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,37740000,7
2021-10-17,TV (Non-English),5,The Chestnut Man,The Chestnut Man: Season 1,20720000,3
2021-10-17,TV (Non-English),6,Alice in Borderland,Alice in Borderland: Season 1,16310000,4
2021-10-17,TV (Non-English),7,Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,13770000,1
2021-10-17,TV (Non-English),8,Carinha de Anjo,Carinha de Anjo: Season 1,12760000,2
2021-10-17,TV (Non-English),9,"Nevertheless,","Nevertheless,: Season 1",10080000,7
2021-10-17,TV (Non-English),10,House of Secrets: The Burari Deaths,House of Secrets: The Burari Deaths: Limited Series,9220000,1
2021-10-10,Films (English),1,The Guilty,N/A,42280000,2
2021-10-10,Films (English),2,There's Someone Inside Your House,N/A,20480000,1
2021-10-10,Films (English),3,Venom,N/A,13920000,1
2021-10-10,Films (English),4,My Little Pony: A New Generation,N/A,13370000,3
2021-10-10,Films (English),5,Titanic,N/A,10210000,1
2021-10-10,Films (English),6,Ride Along 2,N/A,8020000,1
2021-10-10,Films (English),7,Heat,N/A,7640000,1
2021-10-10,Films (English),8,Pokémon the Movie: Secrets of the Jungle,N/A,7520000,1
2021-10-10,Films (English),9,Mr. & Mrs. Smith,N/A,7180000,1
2021-10-10,Films (English),10,Security,N/A,6830000,1
2021-10-10,Films (Non-English),1,Friendzone,N/A,7210000,2
2021-10-10,Films (Non-English),2,The Seven Deadly Sins: Cursed by Light,N/A,4070000,2
2021-10-10,Films (Non-English),3,Sounds Like Love,N/A,3600000,2
2021-10-10,Films (Non-English),4,Confessions of an Invisible Girl,N/A,2730000,3
2021-10-10,Films (Non-English),5,Forever Rich,N/A,2540000,1
2021-10-10,Films (Non-English),6,Thalaivii,N/A,2110000,2
2021-10-10,Films (Non-English),7,Grudge,N/A,1940000,1
2021-10-10,Films (Non-English),8,Luccas Neto em: O Mapa do Tesouro 2,N/A,1830000,1
2021-10-10,Films (Non-English),9,Beauty and the Beast,N/A,1790000,2
2021-10-10,Films (Non-English),10,"My Brother, My Sister",N/A,1670000,1
2021-10-10,TV (English),1,Maid,Maid: Limited Series,166520000,2
2021-10-10,TV (English),2,On My Block,On My Block: Season 4,63520000,1
2021-10-10,TV (English),3,Sex Education,Sex Education: Season 3,42120000,4
2021-10-10,TV (English),4,Grey's Anatomy,Grey's Anatomy: Season 17,29650000,2
2021-10-10,TV (English),5,Midnight Mass,Midnight Mass: Limited Series,29020000,3
2021-10-10,TV (English),6,PAW Patrol,PAW Patrol: Season 6,19910000,1
2021-10-10,TV (English),7,Lucifer,Lucifer: Season 6,16730000,5
2021-10-10,TV (English),8,Dave Chappelle: The Closer,N/A,14350000,1
2021-10-10,TV (English),9,Sex Education,Sex Education: Season 2,12760000,3
2021-10-10,TV (English),10,Scaredy Cats,Scaredy Cats: Season 1,12520000,1
2021-10-10,TV (Non-English),1,Squid Game,Squid Game: Season 1,412940000,4
2021-10-10,TV (Non-English),2,The Five Juanas,The Five Juanas: Season 1,39460000,1
2021-10-10,TV (Non-English),3,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,32890000,6
2021-10-10,TV (Non-English),4,The Chestnut Man,The Chestnut Man: Season 1,30300000,2
2021-10-10,TV (Non-English),5,Alice in Borderland,Alice in Borderland: Season 1,22220000,3
2021-10-10,TV (Non-English),6,Baki Hanma,Baki Hanma: Season 1,14560000,2
2021-10-10,TV (Non-English),7,Ganglands,Ganglands: Season 1,11210000,3
2021-10-10,TV (Non-English),8,Carinha de Anjo,Carinha de Anjo: Season 1,10240000,1
2021-10-10,TV (Non-English),9,Money Heist,Money Heist: Part 5,9730000,6
2021-10-10,TV (Non-English),10,"Nevertheless,","Nevertheless,: Season 1",8570000,6
2021-10-03,Films (English),1,The Guilty,N/A,47600000,1
2021-10-03,Films (English),2,My Little Pony: A New Generation,N/A,24510000,2
2021-10-03,Films (English),3,The Starling,N/A,20130000,2
2021-10-03,Films (English),4,No One Gets Out Alive,N/A,17010000,1
2021-10-03,Films (English),5,Britney Vs Spears,N/A,16750000,1
2021-10-03,Films (English),6,Intrusion,N/A,12050000,2
2021-10-03,Films (English),7,Grown Ups,N/A,8130000,2
2021-10-03,Films (English),8,Kate,N/A,5680000,4
2021-10-03,Films (English),9,Man on Fire,N/A,4960000,3
2021-10-03,Films (English),10,Vivo,N/A,4160000,7
2021-10-03,Films (Non-English),1,Friendzone,N/A,8740000,1
2021-10-03,Films (Non-English),2,Sounds Like Love,N/A,7100000,1
2021-10-03,Films (Non-English),3,Confessions of an Invisible Girl,N/A,6350000,2
2021-10-03,Films (Non-English),4,The Seven Deadly Sins: Cursed by Light,N/A,4650000,1
2021-10-03,Films (Non-English),5,Thalaivii,N/A,3120000,1
2021-10-03,Films (Non-English),6,The Father Who Moves Mountains,N/A,2940000,3
2021-10-03,Films (Non-English),7,Beauty and the Beast,N/A,2740000,1
2021-10-03,Films (Non-English),8,Je Suis Karl,N/A,2140000,1
2021-10-03,Films (Non-English),9,The Stronghold,N/A,1840000,3
2021-10-03,Films (Non-English),10,Freaks – You're One of Us,N/A,1450000,1
2021-10-03,TV (English),1,Sex Education,Sex Education: Season 3,72870000,3
2021-10-03,TV (English),2,Maid,Maid: Limited Series,61080000,1
2021-10-03,TV (English),3,Midnight Mass,Midnight Mass: Limited Series,59120000,2
2021-10-03,TV (English),4,Lucifer,Lucifer: Season 6,25110000,4
2021-10-03,TV (English),5,Grey's Anatomy,Grey's Anatomy: Season 17,18680000,1
2021-10-03,TV (English),6,Sex Education,Sex Education: Season 1,18420000,3
2021-10-03,TV (English),7,Sex Education,Sex Education: Season 2,18140000,2
2021-10-03,TV (English),8,Blood & Water,Blood & Water: Season 2,15870000,1
2021-10-03,TV (English),9,Clickbait,Clickbait: Limited Series,13210000,6
2021-10-03,TV (English),10,CoComelon,CoComelon: Season 3,10690000,5
